username,league,team,country,region,role,agents,rounds,rating,acs,kd,kast,adr,kpr,apr,fkpr,fdpr,hs,clutch_rate
gaabxx,VCT Challengers,RED,Brazil,Americas,Initiator,"[""Sova"", ""Skye""]",966,1.00,184.1,0.99,72,121.9,0.64,0.33,0.08,0.08,25,15
Absol,VCT Challengers,MRSH,Japan,Pacific,Duelist,"[""Raze"", ""Jett""]",962,1.00,218.2,1.00,69,143.0,0.76,0.21,0.16,0.14,19,24
Masic,VCT Challengers,GAL,Türkiye,Pacific,Duelist,"[""Jett"", ""Raze""]",981,1.00,200.0,0.99,68,136.1,0.70,0.21,0.12,0.10,27,12
pryze,VCT Challengers,2G,Brazil,Americas,Initiator,"[""Fade"", ""Sova""]",1648,1.00,176.6,0.97,75,119.3,0.62,0.31,0.06,0.06,24,16
hype,VCT Challengers,APK,Lithuania,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",1165,1.00,195.7,1.08,72,130.5,0.69,0.23,0.10,0.08,28,18
xnfri,VCT Challengers,VL,Japan,Pacific,Initiator,"[""KAY/O"", ""Skye""]",747,1.00,197.5,1.00,69,133.3,0.70,0.29,0.10,0.09,31,23
Cloy,VCT Challengers,NS,"Korea, Republic of",Pacific,Flex,"[""Brimstone"", ""Neon""]",673,1.00,195.8,0.98,72,125.0,0.70,0.36,0.08,0.10,32,13
r1seN,VCT Challengers,AST,India,Pacific,Duelist,"[""Yoru"", ""Raze""]",376,1.00,193.6,0.95,67,132.7,0.69,0.19,0.07,0.07,30,12
benG,VCT Challengers,TXR,Chile,Americas,Initiator,"[""Gekko"", ""KAY/O""]",630,1.00,196.5,1.02,68,131.2,0.71,0.31,0.06,0.07,29,13
Lewa,VCT Challengers,SGZ,Brazil,Americas,Flex,"[""Viper"", ""Cypher""]",791,1.00,192.6,1.02,72,131.1,0.70,0.21,0.07,0.06,28,12
rawfiul,VCT Challengers,MOGO,India,Pacific,Flex,"[""Sova"", ""Killjoy""]",748,1.00,191.8,1.00,70,130.8,0.68,0.25,0.10,0.09,35,17
Aryu,VCT Challengers,TRS,Philippines,Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",1028,1.00,189.9,1.02,72,131.3,0.68,0.18,0.06,0.07,26,12
Demiurge,VCT Challengers,FMG,Sweden,EMEA,Duelist,"[""Raze"", ""Jett""]",689,1.00,221.0,0.98,68,148.4,0.76,0.18,0.18,0.19,24,18
Chax,VCT Challengers,BOBO,Croatia,EMEA,Flex,"[""Omen"", ""Reyna""]",371,1.00,211.4,1.04,68,139.5,0.78,0.19,0.12,0.11,45,3
k1ngkappa,VCT Challengers,BSTR,Indonesia,Pacific,Duelist,"[""Jett"", ""Reyna""]",673,1.00,216.4,1.01,68,143.6,0.76,0.22,0.14,0.13,29,14
Patrui,VCT Challengers,S2G,Türkiye,Pacific,Flex,"[""Viper"", ""Sage""]",481,1.00,185.0,0.97,71,116.8,0.64,0.38,0.05,0.06,25,14
JustnatioNN,VCT Challengers,UNT,Kuwait,EMEA,Controller,"[""Omen"", ""Viper""]",458,1.00,202.6,0.99,68,129.6,0.72,0.35,0.11,0.09,23,10
alvar,VCT Challengers,UG,Jordan,EMEA,Initiator,"[""Fade"", ""Sova""]",799,1.00,199.5,1.00,67,130.5,0.71,0.20,0.11,0.11,32,7
Divine,VCT Challengers,SGP,Singapore,Pacific,Controller,"[""Viper"", ""Omen""]",664,1.00,192.7,0.98,71,124.6,0.67,0.37,0.08,0.07,32,12
BENECIA,VCT Challengers,CNJ,"Korea, Republic of",Pacific,Controller,"[""Omen"", ""Astra""]",742,1.00,179.1,0.95,73,115.2,0.64,0.37,0.06,0.08,24,25
VenTT,VCT Challengers,SUP,Türkiye,Pacific,Controller,"[""Omen"", ""Astra""]",1045,1.00,193.8,0.98,75,126.3,0.69,0.40,0.09,0.09,32,15
aplycs,VCT Challengers,RGE,Malaysia,Pacific,Flex,"[""Sova"", ""Omen""]",498,1.00,197.3,0.97,72,134.4,0.69,0.29,0.07,0.07,30,5
rich,VCT Challengers,MIBR,Brazil,Americas,Initiator,"[""Skye"", ""Fade""]",526,1.00,186.7,0.97,73,126.7,0.64,0.29,0.08,0.09,31,12
Instxnct,VCT Challengers,LF8,Canada,Americas,Duelist,"[""Raze"", ""Jett""]",401,1.00,209.1,1.03,69,141.0,0.72,0.20,0.11,0.14,23,14
Kwixy,VCT Challengers,ESC,Hungary,EMEA,Initiator,"[""Sova"", ""Skye""]",366,1.00,198.6,0.93,70,135.9,0.69,0.27,0.09,0.08,34,11
Papicam,VCT Challengers,ROSE,Canada,Americas,Sentinel,"[""Cypher"", ""Killjoy""]",209,1.00,186.8,0.91,70,127.0,0.64,0.17,0.07,0.06,28,2
bobae,VCT Challengers,,Viet Nam,Pacific,Flex,"[""Cypher"", ""Skye""]",226,1.00,210.5,0.94,73,134.6,0.72,0.33,0.09,0.06,25,10
mummAy,VCT Challengers,FAIM,United States,Americas,Sentinel,"[""Cypher"", ""Killjoy""]",772,1.00,179.7,1.00,70,114.9,0.65,0.34,0.08,0.08,27,15
globeX,VCT Challengers,CHCH,Poland,EMEA,Controller,"[""Viper"", ""Omen""]",1067,1.00,203.5,0.98,71,135.7,0.70,0.32,0.12,0.11,22,11
Kanpeki,VCT Challengers,TWT,United States,Americas,Sentinel,"[""Cypher"", ""Killjoy""]",660,1.00,195.8,0.99,71,130.1,0.68,0.35,0.07,0.09,26,17
LoyDreaM,VCT Challengers,GLAB,Philippines,Pacific,Flex,"[""Jett"", ""Cypher""]",763,1.00,215.2,0.97,69,142.8,0.75,0.26,0.10,0.11,21,15
Hiiro,VCT Challengers,GTZ,France,EMEA,N/A,[],373,1.00,192.8,1.01,71,126.7,0.70,0.19,0.09,0.10,24,14
Blahst,VCT Challengers,FCN,United States,Americas,Flex,"[""Jett"", ""Breach""]",578,1.00,190.8,0.98,71,125.1,0.68,0.33,0.09,0.08,27,10
guuih,VCT Challengers,STE,Brazil,Americas,Sentinel,"[""Cypher"", ""Killjoy""]",776,1.00,179.5,1.02,71,121.8,0.64,0.21,0.07,0.06,27,13
Dogo,VCT Challengers,Gree,Viet Nam,Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",324,1.00,198.0,1.03,71,129.5,0.69,0.15,0.09,0.09,24,19
Darker,VCT Challengers,EXL,Colombia,Americas,Flex,"[""Omen"", ""Skye""]",528,1.00,193.6,0.97,73,132.4,0.69,0.36,0.06,0.07,26,14
stonezy,VCT Challengers,325,Ukraine,EMEA,Duelist,"[""Jett"", ""Raze""]",250,1.00,206.6,0.99,61,134.4,0.75,0.12,0.15,0.16,23,18
Grmekista,VCT Challengers,DIA,Slovenia,EMEA,Controller,"[""Viper"", ""Astra""]",1207,1.00,176.7,0.95,72,119.3,0.61,0.37,0.06,0.06,22,15
d0rf,VCT Challengers,FPT,Viet Nam,Pacific,Initiator,"[""Sova"", ""Skye""]",488,1.00,177.0,0.99,73,120.6,0.63,0.26,0.06,0.06,29,23
Jerk,VCT Challengers,WU,Canada,Americas,Flex,"[""Sova"", ""Killjoy""]",937,1.00,187.3,0.98,69,125.4,0.65,0.19,0.07,0.05,20,13
azury,VCT Challengers,SGE,Germany,EMEA,Controller,"[""Omen"", ""Viper""]",390,1.00,182.9,0.99,73,119.4,0.65,0.39,0.06,0.09,32,20
GGHuiii,VCT Challengers,OF,Hong Kong,Pacific,Duelist,"[""Raze"", ""Jett""]",393,1.00,220.8,1.05,69,147.7,0.78,0.16,0.19,0.18,24,23
pollo,VCT Challengers,777,Brazil,Americas,Duelist,"[""Jett"", ""Raze""]",948,1.00,198.8,1.03,70,132.4,0.71,0.23,0.10,0.11,30,13
zeek,VCT Challengers,Blue,Canada,Americas,Flex,"[""Reyna"", ""Skye""]",454,1.00,204.7,1.02,72,134.6,0.72,0.37,0.12,0.11,31,11
BcJ,VCT Challengers,EG,United States,Americas,Initiator,"[""Fade"", ""Gekko""]",1424,1.00,186.3,0.99,74,122.6,0.64,0.36,0.07,0.09,20,19
infiltrator,VCT Challengers,WU,Viet Nam,Pacific,Duelist,"[""Jett"", ""Raze""]",937,1.00,231.5,1.01,68,153.1,0.81,0.17,0.19,0.18,26,20
snikk,VCT Challengers,Z10,Poland,EMEA,Initiator,"[""Skye"", ""Sova""]",744,1.00,191.7,0.97,72,130.1,0.68,0.30,0.06,0.07,35,14
BRIAN,VCT Challengers,RC,Japan,Pacific,Flex,"[""Sage"", ""Raze""]",771,1.00,205.1,1.02,71,137.5,0.71,0.28,0.12,0.13,29,17
musashi,VCT Challengers,ACE,Germany,EMEA,Initiator,"[""KAY/O"", ""Gekko""]",995,1.00,194.1,0.99,71,128.8,0.68,0.30,0.08,0.12,29,11
JrayN,VCT Challengers,GS,Türkiye,Pacific,Initiator,"[""KAY/O"", ""Skye""]",533,1.00,190.2,0.96,71,126.4,0.66,0.32,0.05,0.05,33,9
Matt,VCT Challengers,Burg,Italy,EMEA,Flex,"[""Viper"", ""Killjoy""]",234,1.00,202.8,0.95,68,138.7,0.70,0.29,0.07,0.08,26,23
moon,VCT Challengers,,Malaysia,Pacific,Flex,"[""Harbor"", ""Fade""]",246,1.00,188.5,1.02,72,124.8,0.68,0.17,0.08,0.05,31,10
Bonobo,VCT Challengers,FOC,Australia,Pacific,Duelist,"[""Phoenix"", ""Raze""]",886,1.00,214.7,1.07,71,143.1,0.77,0.17,0.14,0.13,29,12
viness,VCT Challengers,FPT,Viet Nam,Pacific,Controller,"[""Brimstone"", ""Viper""]",488,0.99,199.3,0.97,74,132.7,0.68,0.39,0.10,0.11,26,10
gin,VCT Challengers,RLF,Viet Nam,Pacific,Flex,"[""Killjoy"", ""Raze""]",305,0.99,228.1,1.06,74,148.0,0.80,0.22,0.17,0.19,35,6
Wild0reoo,VCT Challengers,TS,Philippines,Pacific,Controller,"[""Viper"", ""Omen""]",310,0.99,187.3,0.95,74,124.8,0.65,0.35,0.09,0.09,29,12
DaFt,VCT Challengers,VIC,Viet Nam,Pacific,Duelist,"[""Raze"", ""Yoru""]",657,0.99,220.3,1.00,71,149.1,0.76,0.24,0.15,0.15,25,8
Torrify,VCT Challengers,NBG,United States,Americas,Flex,"[""Breach"", ""Sage""]",334,0.99,176.6,0.95,74,117.6,0.63,0.37,0.07,0.07,26,14
Cud,VCT Challengers,AE,Indonesia,Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",777,0.99,188.3,1.03,71,121.6,0.68,0.21,0.07,0.08,30,16
ezk,VCT Challengers,xyz,Australia,Pacific,Flex,"[""Killjoy"", ""Raze""]",394,0.99,229.4,1.00,66,148.2,0.77,0.24,0.11,0.12,18,12
Neon,VCT Challengers,FG,Argentina,Americas,Flex,"[""Chamber"", ""Jett""]",646,0.99,220.5,0.98,67,145.9,0.74,0.19,0.18,0.18,25,13
Trick,VCT Challengers,Luck,United States,Americas,Initiator,"[""Sova"", ""Gekko""]",400,0.99,212.4,0.98,72,138.0,0.72,0.35,0.12,0.11,25,6
Nakya,VCT Challengers,AE,Indonesia,Pacific,Flex,"[""Raze"", ""Chamber""]",421,0.99,242.6,1.06,66,155.9,0.84,0.15,0.21,0.17,31,17
KNZY,VCT Challengers,TXR,Chile,Americas,Initiator,"[""Skye""]",216,0.99,173.1,0.87,75,120.0,0.60,0.47,0.04,0.03,17,16
spoof,VCT Challengers,Crim,Viet Nam,Pacific,Duelist,"[""Jett"", ""Neon""]",317,0.99,220.6,1.05,66,141.1,0.77,0.18,0.13,0.14,24,14
Flaring,VCT Challengers,U5,Singapore,Pacific,Controller,"[""Viper"", ""Omen""]",1008,0.99,176.2,0.95,76,114.3,0.62,0.43,0.05,0.06,26,17
Harmful,VCT Challengers,TTR,Pakistan,Pacific,Sentinel,"[""Chamber"", ""Killjoy""]",352,0.99,217.9,1.09,67,140.6,0.78,0.13,0.20,0.17,34,14
ngk,VCT Challengers,ONE,"Taiwan, Province of China",Pacific,Duelist,"[""Jett"", ""Raze""]",372,0.99,217.6,0.99,68,141.7,0.76,0.22,0.15,0.15,27,9
JoJo,VCT Challengers,FA,"Taiwan, Province of China",Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",313,0.99,199.0,0.99,65,132.6,0.71,0.19,0.11,0.11,24,10
Kadoom,VCT Challengers,SPE,Thailand,Pacific,Duelist,"[""Jett"", ""Raze""]",1077,0.99,233.3,1.03,71,152.0,0.79,0.19,0.19,0.18,26,17
Fixy,VCT Challengers,U5,Malaysia,Pacific,Duelist,"[""Jett"", ""Raze""]",631,0.99,227.4,1.03,67,146.7,0.78,0.18,0.17,0.21,23,22
RedKoh,VCT Challengers,IGN,Singapore,Pacific,Flex,"[""Sova"", ""Viper""]",834,0.99,191.0,0.97,72,122.9,0.65,0.34,0.09,0.10,27,17
acrian,VCT Challengers,VLYN,Canada,Americas,Sentinel,"[""Cypher"", ""Killjoy""]",796,0.99,198.8,1.01,71,135.0,0.69,0.19,0.08,0.08,24,18
Depyro,VCT Challengers,RAAD,Egypt,EMEA,Flex,"[""Breach"", ""Viper""]",966,0.99,186.2,0.91,72,122.4,0.63,0.39,0.06,0.07,21,13
Jesmu,VCT Challengers,OF,Finland,EMEA,Initiator,"[""Sova"", ""KAY/O""]",991,0.99,198.9,0.97,73,131.8,0.70,0.32,0.07,0.08,21,14
chukL9,VCT Challengers,RTZN,Russian Federation,EMEA,Initiator,"[""Gekko"", ""Sova""]",798,0.99,186.2,0.94,73,126.4,0.67,0.32,0.09,0.07,32,10
UNFAKE,VCT Challengers,ZER,Poland,EMEA,Initiator,"[""Fade"", ""Sova""]",763,0.99,189.0,1.00,70,124.2,0.69,0.27,0.08,0.09,36,18
DESTRUCT1VEE,VCT Challengers,GAL,Türkiye,Pacific,Controller,"[""Omen"", ""Viper""]",1359,0.99,199.5,1.00,72,133.2,0.69,0.30,0.10,0.10,28,17
haint,VCT Challengers,VIS,Russian Federation,EMEA,Initiator,"[""Skye"", ""Sova""]",937,0.99,188.4,0.93,70,125.6,0.66,0.29,0.07,0.07,33,17
Stwz1,VCT Challengers,IMP,Brazil,Americas,Initiator,"[""KAY/O"", ""Breach""]",232,0.99,208.0,0.91,72,130.1,0.70,0.50,0.06,0.08,28,14
zMART,VCT Challengers,OXR,Algeria,EMEA,Duelist,"[""Raze""]",870,0.99,228.1,1.04,67,149.1,0.81,0.17,0.18,0.19,27,12
Stix,VCT Challengers,TOG,Poland,EMEA,Flex,"[""Skye"", ""Yoru""]",262,0.99,186.1,0.93,75,122.8,0.67,0.26,0.08,0.05,27,15
Kinguyen,VCT Challengers,SLY,Belgium,EMEA,Duelist,"[""Jett"", ""Raze""]",472,0.99,217.6,1.03,70,145.0,0.77,0.17,0.18,0.19,27,13
YuNo,VCT Challengers,UCAM,Spain,EMEA,Controller,"[""Omen"", ""Viper""]",381,0.99,197.6,0.91,71,129.9,0.69,0.35,0.08,0.07,23,18
starki,VCT Challengers,MOUZ,Poland,EMEA,Controller,"[""Omen"", ""Brimstone""]",1271,0.99,192.5,1.01,72,124.5,0.68,0.35,0.09,0.10,31,13
cidZzZ,VCT Challengers,LGCY,Brazil,Americas,Initiator,"[""Sova"", ""Skye""]",898,0.99,183.8,0.95,71,124.1,0.64,0.32,0.07,0.08,26,10
Obnoks,VCT Challengers,MOUZ,Germany,EMEA,Flex,"[""Viper"", ""Skye""]",1271,0.99,196.0,1.00,73,130.5,0.69,0.29,0.07,0.07,30,13
Karma,VCT Challengers,RZN,Germany,EMEA,Duelist,"[""Raze"", ""Jett""]",449,0.99,195.7,0.99,66,133.7,0.71,0.13,0.12,0.11,24,22
tinchoff,VCT Challengers,AK,Argentina,Americas,Sentinel,"[""Cypher"", ""Killjoy""]",1427,0.99,172.5,1.03,73,113.9,0.63,0.18,0.08,0.08,32,19
Dreamas,VCT Challengers,Lash,Lithuania,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",345,0.99,197.9,0.97,66,132.7,0.69,0.15,0.09,0.09,23,18
ZachKappa,VCT Challengers,CHCH,United Kingdom,EMEA,Sentinel,"[""Cypher"", ""Killjoy""]",1136,0.98,184.9,1.00,68,127.1,0.67,0.22,0.08,0.09,32,9
ZachaREEE,VCT Challengers,CB,United States,Americas,Flex,"[""Sova"", ""Chamber""]",1020,0.98,208.6,0.98,68,138.4,0.73,0.19,0.12,0.14,24,17
cashmere,VCT Challengers,BSTR,Indonesia,Pacific,Flex,"[""Skye"", ""Omen""]",327,0.98,185.9,0.93,72,122.1,0.65,0.38,0.04,0.05,27,15
alannn,VCT Challengers,NOVO,Italy,EMEA,Initiator,"[""Gekko"", ""Skye""]",823,0.98,197.4,1.00,71,131.8,0.71,0.20,0.08,0.10,33,17
v1nny,VCT Challengers,RED,Brazil,Americas,Sentinel,"[""Sage"", ""Killjoy""]",1223,0.98,190.2,0.97,71,126.2,0.66,0.35,0.06,0.10,33,12
H1ber,VCT Challengers,HGE,Finland,EMEA,Flex,"[""Gekko"", ""Harbor""]",831,0.98,200.6,0.96,73,129.8,0.69,0.34,0.08,0.10,27,26
sh1va,VCT Challengers,IW,Türkiye,Pacific,Flex,"[""Killjoy"", ""Viper""]",794,0.98,181.8,0.96,67,126.9,0.67,0.14,0.07,0.09,33,15
HyP,VCT Challengers,MDR,France,EMEA,Controller,"[""Omen"", ""Viper""]",806,0.98,169.7,0.94,74,114.5,0.61,0.32,0.07,0.06,26,11
zerona,VCT Challengers,Fish,N/A,N/A,Flex,"[""Sova"", ""Viper""]",292,0.98,215.4,1.00,74,146.9,0.74,0.24,0.09,0.10,31,8
Teague,VCT Challengers,TACO,United States,Americas,Initiator,"[""Sova"", ""Fade""]",1284,0.98,178.5,0.89,73,115.6,0.60,0.53,0.07,0.08,22,12
JN3v1cE,VCT Challengers,EF,Türkiye,Pacific,Flex,"[""Breach"", ""Omen""]",315,0.98,188.7,0.88,71,123.4,0.63,0.37,0.05,0.05,26,5
mikee,VCT Challengers,JL,France,EMEA,Flex,"[""Cypher"", ""Astra""]",1024,0.98,178.6,0.98,72,119.9,0.63,0.23,0.06,0.08,25,20
KILLDREAM,VCT Challengers,GMB,Portugal,EMEA,Duelist,"[""Jett"", ""Neon""]",736,0.98,211.9,0.98,70,140.6,0.72,0.28,0.13,0.14,25,11
MARCTYLINHO,VCT Challengers,DVM,France,EMEA,Controller,"[""Omen"", ""Brimstone""]",584,0.98,175.3,0.96,74,114.3,0.63,0.30,0.08,0.05,25,17
renz,VCT Challengers,MU,United States,Americas,Flex,"[""Killjoy"", ""Sova""]",207,0.98,184.0,1.01,71,120.4,0.68,0.20,0.07,0.07,25,17
BBC,VCT Challengers,TEAR,Viet Nam,Pacific,Flex,"[""Fade"", ""Omen""]",226,0.98,192.9,0.95,68,125.7,0.71,0.37,0.10,0.06,30,23
MiLuan,VCT Challengers,S2,"Taiwan, Province of China",Pacific,Controller,"[""Viper""]",246,0.98,192.7,0.98,72,130.4,0.69,0.25,0.06,0.08,31,14
GuhRVN,VCT Challengers,HERO,Brazil,Americas,Controller,"[""Astra"", ""Brimstone""]",1218,0.98,187.0,0.98,71,121.6,0.65,0.33,0.08,0.10,29,19
Garv,VCT Challengers,RGE,India,Pacific,Duelist,"[""Raze"", ""Jett""]",351,0.98,206.1,1.03,70,134.0,0.74,0.20,0.10,0.10,27,10
Fragger,VCT Challengers,SAW,Portugal,EMEA,Flex,"[""KAY/O"", ""Sage""]",769,0.98,197.9,0.95,73,126.6,0.68,0.50,0.09,0.09,28,21
maestr0,VCT Challengers,XLD,Brazil,Americas,Controller,"[""Viper"", ""Omen""]",1160,0.98,200.8,0.95,68,132.9,0.70,0.33,0.07,0.09,28,10
LeVi,VCT Challengers,MOGO,India,Pacific,Controller,"[""Omen"", ""Viper""]",840,0.98,184.6,0.94,72,123.8,0.63,0.35,0.09,0.09,28,12
Excali,VCT Challengers,MDL,India,Pacific,Flex,"[""Sova"", ""Killjoy""]",780,0.98,205.4,0.97,66,137.1,0.72,0.19,0.13,0.13,29,5
Deadly10,VCT Challengers,RGE,India,Pacific,Duelist,"[""Raze"", ""Jett""]",984,0.98,216.2,1.00,66,142.4,0.76,0.19,0.18,0.15,27,9
DEATHMAKER,VCT Challengers,MOGO,India,Pacific,Flex,"[""Gekko"", ""Jett""]",1142,0.98,216.9,1.03,68,143.5,0.76,0.17,0.17,0.20,29,18
Famzzam,VCT Challengers,SNS,Ireland,EMEA,Flex,"[""Viper"", ""Sova""]",1187,0.98,178.1,0.95,72,115.6,0.63,0.32,0.08,0.07,23,16
Ambi,VCT Challengers,VLNT,Czechia,EMEA,Initiator,"[""KAY/O"", ""Breach""]",1087,0.98,184.7,0.95,74,121.4,0.65,0.37,0.08,0.08,28,9
maniek,VCT Challengers,BAR,Poland,EMEA,Duelist,"[""Jett"", ""Raze""]",844,0.98,224.4,1.05,65,145.2,0.79,0.16,0.18,0.21,23,19
Only1,VCT Challengers,DK,"Korea, Republic of",Pacific,Duelist,"[""Raze"", ""Reyna""]",281,0.98,212.6,1.03,66,136.1,0.75,0.16,0.17,0.15,23,17
aLerT,VCT Challengers,FS,Thailand,Pacific,Flex,"[""Killjoy"", ""Raze""]",982,0.98,197.5,0.97,71,132.2,0.69,0.20,0.10,0.09,29,20
Siraww,VCT Challengers,XIA,Thailand,Pacific,Initiator,"[""Sova"", ""Skye""]",900,0.98,189.8,0.95,69,129.2,0.68,0.29,0.05,0.07,32,11
FonTuz,VCT Challengers,Beav,Thailand,Pacific,Initiator,"[""Sova"", ""Gekko""]",302,0.98,200.7,0.95,68,135.5,0.71,0.24,0.09,0.08,25,9
Dazlly,VCT Challengers,VIS,Saudi Arabia,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",1006,0.98,208.0,0.98,67,140.0,0.73,0.17,0.12,0.09,29,12
Witz,VCT Challengers,OAS,Philippines,Pacific,Initiator,"[""KAY/O"", ""Skye""]",448,0.98,190.7,0.97,74,125.2,0.66,0.42,0.06,0.10,19,18
d3mur,VCT Challengers,OP,Türkiye,Pacific,Duelist,"[""Raze"", ""Jett""]",409,0.98,232.1,0.96,65,158.1,0.79,0.20,0.21,0.21,24,25
Crunchy,VCT Challengers,BOBO,Australia,Pacific,Flex,"[""Omen"", ""Reyna""]",473,0.98,188.9,0.91,72,125.1,0.66,0.42,0.10,0.10,31,9
Near,VCT Challengers,UNT,Kuwait,EMEA,Flex,"[""Gekko"", ""Killjoy""]",1427,0.98,188.9,0.98,70,123.2,0.67,0.24,0.06,0.07,23,14
Bully,VCT Challengers,NXT,United Kingdom,EMEA,Flex,"[""Cypher"", ""Viper""]",504,0.98,188.3,0.93,71,128.1,0.66,0.35,0.06,0.09,26,16
Hate,VCT Challengers,FOX,"Korea, Republic of",Pacific,Flex,"[""Reyna"", ""Cypher""]",509,0.98,202.9,1.00,70,132.6,0.72,0.29,0.09,0.10,38,17
Xan,VCT Challengers,IGN,Malaysia,Pacific,Duelist,"[""Reyna"", ""Raze""]",664,0.98,222.0,1.01,70,144.1,0.77,0.20,0.17,0.16,23,24
OuTLaW,VCT Challengers,FLC,Saudi Arabia,EMEA,Flex,"[""KAY/O"", ""Viper""]",617,0.98,187.5,1.07,73,123.5,0.70,0.29,0.06,0.07,33,15
exy,VCT Challengers,DK,"Korea, Republic of",Pacific,Controller,"[""Omen"", ""Viper""]",589,0.98,180.6,0.95,72,119.5,0.64,0.37,0.06,0.09,38,19
Tempz,VCT Challengers,IGN,Singapore,Pacific,Controller,"[""Omen"", ""Viper""]",475,0.98,183.0,0.94,71,120.2,0.64,0.40,0.06,0.08,30,11
sword,VCT Challengers,OP,Italy,EMEA,Flex,"[""Cypher"", ""Jett""]",375,0.98,189.2,0.89,70,128.6,0.65,0.30,0.09,0.09,24,11
rDeeW,VCT Challengers,JJH,Australia,Pacific,Flex,"[""Viper"", ""Killjoy""]",684,0.98,204.2,1.03,66,133.1,0.70,0.22,0.11,0.09,23,14
Serial,VCT Challengers,Aimb,Latvia,EMEA,Initiator,"[""KAY/O"", ""Skye""]",1136,0.98,205.6,1.00,70,137.6,0.74,0.22,0.10,0.12,43,12
Touven,VCT Challengers,GGO,Türkiye,Pacific,Initiator,"[""KAY/O"", ""Sova""]",821,0.98,197.2,0.92,70,134.3,0.67,0.33,0.09,0.12,27,9
NOBITA,VCT Challengers,,Japan,Pacific,Flex,"[""Sova"", ""Viper""]",736,0.98,191.7,0.97,72,129.1,0.68,0.31,0.07,0.07,27,14
Sand,VCT Challengers,TU,Egypt,EMEA,Flex,"[""Sage"", ""Omen""]",1287,0.98,184.6,1.04,70,123.7,0.68,0.21,0.06,0.08,35,18
Docent,VCT Challengers,KAST,Türkiye,Pacific,Controller,"[""Viper"", ""Omen""]",821,0.98,196.5,0.93,70,128.9,0.69,0.31,0.08,0.09,29,19
ACHRF,VCT Challengers,OXR,Algeria,EMEA,Initiator,"[""Breach"", ""Sova""]",910,0.98,187.7,0.95,73,125.8,0.65,0.29,0.06,0.08,25,10
sw,VCT Challengers,777,Brazil,Americas,Controller,"[""Viper"", ""Omen""]",581,0.98,184.2,0.90,69,117.3,0.65,0.34,0.08,0.08,25,9
ALMO,VCT Challengers,Z10,Poland,EMEA,Flex,"[""Viper"", ""Killjoy""]",744,0.97,207.6,0.98,67,143.5,0.73,0.19,0.15,0.13,27,8
nerve,VCT Challengers,QOR,United States,Americas,Controller,"[""Brimstone"", ""Astra""]",930,0.97,176.3,0.93,73,114.7,0.61,0.42,0.05,0.05,26,25
bipo,VCT Challengers,NOVO,Italy,EMEA,Duelist,"[""Raze"", ""Jett""]",823,0.97,214.9,1.01,67,140.9,0.76,0.19,0.18,0.19,26,8
Venka,VCT Challengers,OGS,India,Pacific,Flex,"[""Jett"", ""Killjoy""]",888,0.97,224.1,1.01,66,145.9,0.79,0.13,0.19,0.17,32,7
bdog,VCT Challengers,YFP,United States,Americas,Initiator,"[""Breach"", ""Gekko""]",923,0.97,201.5,0.97,71,129.4,0.70,0.30,0.12,0.13,27,18
szimpli,VCT Challengers,DVM,Hungary,EMEA,Duelist,"[""Raze"", ""Jett""]",546,0.97,220.9,0.97,68,145.3,0.76,0.17,0.18,0.20,29,8
bzt,VCT Challengers,CG,Hungary,EMEA,Initiator,"[""Sova"", ""Skye""]",882,0.97,180.1,0.92,71,123.2,0.63,0.32,0.07,0.06,27,18
Killua,VCT Challengers,MITH,Thailand,Pacific,Flex,"[""Skye"", ""Killjoy""]",1077,0.97,209.8,1.03,70,137.6,0.75,0.20,0.11,0.11,36,16
Milooo,VCT Challengers,RLF,Viet Nam,Pacific,Flex,"[""Cypher"", ""Viper""]",275,0.97,185.1,0.95,72,124.5,0.65,0.32,0.05,0.10,29,10
caydeN,VCT Challengers,DSY,Italy,EMEA,Controller,"[""Omen"", ""Viper""]",631,0.97,173.1,0.92,74,115.5,0.59,0.46,0.07,0.07,23,20
thebigfiz,VCT Challengers,MDR,France,EMEA,Initiator,"[""Sova"", ""Breach""]",806,0.97,180.8,0.93,70,124.3,0.64,0.34,0.06,0.08,26,17
NeskaaS,VCT Challengers,VLNT,France,EMEA,Sentinel,"[""Cypher"", ""Killjoy""]",1087,0.97,193.5,0.98,69,127.6,0.69,0.20,0.10,0.10,26,21
subbey,VCT Challengers,RDA,Malaysia,Pacific,Initiator,"[""Sova""]",476,0.97,194.7,0.92,70,127.6,0.68,0.32,0.07,0.05,31,16
King,VCT Challengers,DRGN,Saudi Arabia,EMEA,Controller,"[""Viper"", ""Omen""]",673,0.97,202.5,0.91,69,136.8,0.69,0.32,0.08,0.09,22,12
Teerapong,VCT Challengers,NKT,Thailand,Pacific,Flex,"[""Skye"", ""Raze""]",356,0.97,218.6,0.99,72,144.3,0.75,0.29,0.09,0.12,21,13
